@relation lomfelder

@attribute identificador numeric
@attribute sensitivo numeric
@attribute intuitivo numeric
@attribute ativo numeric
@attribute reflexivo numeric
@attribute sequencial numeric
@attribute global numeric
@attribute visual numeric
@attribute verbal numeric
@attribute class 	{SenAtiSeqVis,SenAtiSeqVer,SenAtiGloVis,SenAtiGloVer,SenRefSeqVis,SenRefSeqVer,SenRefGloVis,SenRefGloVer,IntAtiSeqVis,IntAtiSeqVer,IntAtiGloVis,IntAtiGloVer,IntRefSeqVis,IntRefSeqVer,IntRefGloVis,IntRefGloVer}

@data
980,0,1,0,1,1,1,0,0,IntRefSeqVis
981,0,1,1,0,1,0,0,1,IntAtiSeqVer
982,1,0,3,3,2,0,2,0,SenRefSeqVis
983,0,1,2,4,1,1,1,2,IntRefGloVer
984,0,1,4,1,1,0,0,0,IntAtiSeqVis
985,1,0,1,3,0,0,0,2,SenRefGloVer
986,2,0,0,4,1,1,1,1,SenRefSeqVis
987,0,1,2,2,0,0,1,1,IntRefGloVer
988,1,0,1,2,0,0,0,0,SenRefGloVer
989,1,0,1,4,2,0,2,1,SenRefSeqVis
990,2,0,2,3,1,1,2,0,SenRefSeqVis
991,2,0,3,2,0,0,2,0,SenAtiGloVis
994,0,1,3,3,1,0,1,1,IntAtiSeqVis
995,1,1,2,4,2,0,2,1,SenRefSeqVis
996,0,0,4,1,0,0,0,2,IntAtiGloVer
997,2,0,3,0,1,1,2,1,SenAtiGloVis
998,0,0,2,1,1,1,1,2,SenAtiSeqVer
999,2,0,0,3,0,1,0,2,SenRefGloVer
1001,0,0,1,4,0,1,0,2,IntRefGloVer
1002,1,1,3,0,1,1,0,2,IntAtiGloVer
1003,0,1,3,0,0,0,1,0,IntAtiGloVis
1004,0,0,1,3,0,0,2,0,SenRefSeqVis
1005,1,0,3,2,0,1,1,1,SenAtiGloVis
1006,0,1,1,3,0,1,2,0,IntRefGloVis
1007,0,0,4,0,0,0,0,0,IntAtiGloVer
1010,0,0,2,2,0,1,0,0,IntRefGloVer
1011,0,0,1,4,0,1,0,0,SenRefGloVis
1012,1,1,2,1,0,1,0,2,IntAtiGloVer
1013,0,0,3,1,0,1,0,0,IntAtiGloVer
1014,1,1,1,2,1,0,0,0,SenRefSeqVis
1015,1,0,2,2,2,0,1,2,SenAtiSeqVer
1016,0,1,3,3,0,1,1,0,IntAtiGloVis
1017,0,1,0,1,1,0,2,1,IntRefSeqVis
1018,1,1,0,2,0,0,0,2,IntRefGloVer
1019,1,1,1,1,0,1,2,1,SenAtiGloVis
1021,0,1,4,2,1,1,2,0,IntAtiSeqVis
1022,2,0,0,4,0,0,2,1,SenRefGloVis
1023,0,1,4,1,1,0,2,0,IntAtiSeqVis
1024,1,0,0,1,1,1,0,2,SenRefGloVer
1025,0,1,1,2,0,1,2,1,IntRefGloVis
1026,0,1,1,2,2,0,1,1,IntRefSeqVis
1027,2,0,1,2,2,0,2,0,SenRefSeqVis
1028,0,0,1,4,2,0,2,1,IntRefSeqVis
1029,1,1,3,2,2,0,0,1,SenAtiSeqVer
1030,1,1,3,3,1,1,1,1,IntRefGloVer
1031,1,1,2,4,0,0,0,1,SenRefSeqVer
1032,0,0,1,2,2,0,1,2,IntRefSeqVer
1033,0,0,1,0,0,1,1,1,SenAtiGloVis
1034,1,0,1,4,2,0,2,0,SenRefSeqVis
1035,0,1,2,0,0,1,0,1,IntAtiGloVer
1036,0,1,1,4,1,0,2,1,IntRefSeqVis
1037,1,1,0,1,1,0,0,2,SenRefSeqVer
1039,1,1,4,0,0,0,2,1,IntAtiGloVis
1040,0,1,2,3,0,0,0,1,IntRefSeqVer
1041,0,1,3,3,1,1,1,2,IntAtiSeqVer
1042,0,0,0,4,2,0,1,1,IntRefSeqVer
1044,2,0,4,0,0,1,2,0,SenAtiGloVis
1045,0,1,2,3,0,1,0,0,IntRefGloVer
1046,0,0,1,1,0,1,2,1,SenAtiGloVis
1047,1,0,1,1,1,1,0,2,SenAtiSeqVer
1048,0,0,3,1,2,0,1,0,IntAtiSeqVis
1051,2,0,3,1,0,1,1,0,SenAtiGloVis
1053,0,1,1,4,1,0,1,1,IntRefSeqVer
1054,0,1,2,3,1,0,2,1,IntRefSeqVis
1055,1,0,0,0,0,1,1,1,SenRefGloVer
1056,1,0,0,1,0,0,1,2,SenRefSeqVer
1057,2,0,3,1,0,0,1,2,SenAtiSeqVer
1058,1,1,4,1,0,1,1,0,SenAtiGloVis
1059,0,1,1,1,1,1,0,1,IntRefGloVer
1060,1,1,1,0,1,0,1,2,SenAtiSeqVer
1061,0,0,4,0,1,1,1,2,SenAtiSeqVer
1062,1,1,4,2,0,1,1,2,SenAtiGloVer
1063,0,0,2,0,0,1,0,1,IntAtiGloVer
1064,1,1,2,3,1,1,1,1,SenRefSeqVis
1065,0,0,3,3,1,1,1,2,IntRefGloVer
1066,0,1,4,1,0,1,2,0,IntAtiGloVis
1067,0,1,2,3,2,0,0,0,IntRefSeqVis
1068,1,1,1,4,1,1,0,2,SenRefSeqVer
1069,0,0,0,0,1,1,0,1,SenAtiSeqVer
1070,0,1,2,2,0,0,0,2,IntAtiSeqVer
1071,2,0,0,0,1,1,1,1,SenRefGloVer
1072,2,0,4,1,0,1,2,1,SenAtiGloVis
1073,0,1,1,0,0,0,1,1,IntAtiSeqVis
1074,1,1,3,1,1,0,1,2,SenAtiSeqVer
1075,1,1,2,2,2,0,0,1,SenAtiSeqVer
1076,1,1,3,3,2,0,0,0,IntRefSeqVer
1077,0,1,3,2,0,1,1,1,IntAtiGloVer
1078,0,1,0,4,0,1,2,1,IntRefGloVis
1079,0,1,1,4,1,0,0,2,IntRefSeqVer
1080,2,0,2,3,0,1,0,0,SenRefGloVis
1081,0,0,2,0,0,1,0,2,IntAtiGloVer
1082,0,0,3,3,0,1,2,0,SenAtiGloVis
1086,2,0,0,4,0,1,1,2,SenRefGloVer
1087,0,0,3,1,2,0,1,0,IntAtiSeqVis
1088,1,0,1,1,0,1,2,1,SenRefGloVis
1089,1,0,2,2,2,0,0,2,SenRefSeqVer
1090,1,0,3,3,0,1,0,0,SenAtiGloVis
1092,0,1,2,0,0,1,2,0,IntAtiGloVis
1093,0,1,4,1,0,1,1,2,IntAtiGloVer
1095,0,1,1,0,1,0,1,0,IntAtiSeqVis
1096,0,0,2,4,2,0,1,2,IntRefSeqVer
1097,1,1,2,2,0,0,0,2,IntRefGloVer
1098,0,1,1,3,0,0,0,1,IntRefSeqVer
1099,1,0,2,1,0,1,1,0,SenAtiGloVis
1100,0,1,0,2,0,1,0,0,IntRefGloVis
1101,0,1,3,1,0,1,2,1,IntAtiGloVis
1102,0,1,3,2,2,0,2,0,IntAtiSeqVis
1103,1,1,1,2,0,0,0,0,SenRefSeqVis
1105,2,0,3,2,1,1,0,2,SenAtiSeqVer
1106,0,1,2,4,1,1,0,2,IntRefSeqVer
1107,2,0,3,2,1,1,2,1,SenAtiGloVis
1108,2,0,0,2,2,0,1,0,SenRefSeqVis
1109,1,1,1,3,2,0,1,1,IntRefSeqVer
1110,1,1,4,2,1,0,0,2,IntAtiSeqVer
1111,0,0,1,4,0,1,1,1,IntRefGloVer
1112,0,0,0,0,1,0,0,2,SenAtiSeqVer
1114,0,0,1,0,1,1,0,1,SenAtiSeqVer
1115,1,1,4,0,2,0,1,2,SenAtiSeqVer
1116,1,0,1,3,0,0,1,1,SenRefSeqVis
1117,0,1,1,0,0,1,1,2,IntAtiGloVer
1118,0,1,4,1,2,0,0,0,IntAtiSeqVis
1119,2,0,0,4,1,0,2,0,SenRefSeqVis
1120,0,1,4,0,0,1,2,0,IntAtiGloVis
1121,0,0,1,2,1,1,2,1,IntRefGloVis
1122,0,1,1,2,1,1,2,0,IntRefGloVis
1123,2,0,1,3,2,0,2,0,SenRefSeqVis
1124,1,0,0,1,0,0,0,0,SenRefGloVer
1125,1,1,4,0,1,1,0,1,IntAtiGloVer
1126,1,0,0,3,1,1,1,2,SenRefSeqVer
1127,0,0,0,3,1,0,2,0,IntRefSeqVis
1128,0,1,3,3,0,1,0,0,IntRefGloVer
1129,1,0,1,4,1,0,2,1,SenRefSeqVis
1130,1,1,1,4,0,0,2,1,IntRefGloVis
1131,2,0,4,2,0,1,0,0,SenAtiGloVis
1132,2,0,3,1,0,1,0,1,SenAtiGloVer
1133,2,0,4,1,0,1,2,1,SenAtiGloVis
1135,1,1,3,0,0,0,0,1,IntAtiGloVer
1136,0,0,0,2,0,0,1,0,SenRefSeqVis
1137,0,0,3,2,0,1,1,2,IntAtiGloVer
1138,0,1,3,0,1,1,2,1,IntAtiSeqVis
1139,1,1,3,1,2,0,2,1,IntAtiSeqVis
1140,1,1,3,2,1,0,1,2,SenAtiSeqVer
1141,1,0,0,1,0,0,0,0,SenRefSeqVis
1144,1,0,1,2,2,0,1,1,SenRefSeqVer
1145,1,1,0,1,0,0,2,0,IntRefGloVis
1146,1,0,3,2,0,0,0,1,SenAtiSeqVer
1147,0,1,1,1,1,1,0,0,IntRefGloVer
1148,0,1,4,1,0,1,1,0,IntAtiGloVis
1149,0,1,3,1,0,0,1,2,IntAtiSeqVer
1150,0,1,3,1,0,1,2,0,IntAtiGloVis
1151,0,1,1,2,1,1,0,1,IntRefSeqVer
1152,2,0,2,3,1,1,0,1,SenRefGloVer
1154,1,1,2,0,1,1,1,0,IntAtiGloVis
1155,1,1,1,4,0,0,0,1,SenRefSeqVer
1156,0,0,3,1,0,1,0,2,SenAtiGloVer
1157,1,0,3,0,1,0,0,2,SenAtiSeqVer
1158,1,0,3,0,1,1,0,0,SenAtiGloVer
1159,1,1,4,0,0,1,2,1,SenAtiGloVis
1160,2,0,3,1,0,1,2,0,SenAtiGloVis
1161,1,1,3,2,0,1,0,1,IntAtiGloVer
1162,1,1,3,2,0,1,0,1,SenAtiGloVer
1163,0,0,1,2,0,1,0,2,IntRefGloVer
1164,0,1,0,1,0,0,0,1,IntRefSeqVer
1165,1,0,4,0,1,1,1,2,SenAtiGloVer
1166,1,1,3,3,2,0,2,0,IntRefSeqVis
1167,0,1,2,4,1,1,2,1,IntRefGloVis
1168,0,1,3,2,0,1,2,1,IntAtiGloVis
1169,2,0,0,4,1,0,2,1,SenRefSeqVis
1170,0,0,0,0,1,0,1,1,IntRefSeqVer
1171,0,0,2,2,0,1,2,1,SenAtiGloVis
1172,0,1,1,1,0,1,2,1,IntAtiGloVis
1173,2,0,4,2,2,0,0,1,SenAtiSeqVer
1174,1,0,1,0,1,0,0,1,SenAtiSeqVer
1175,1,1,3,1,1,0,0,2,SenAtiSeqVer
1177,0,1,3,0,1,1,0,0,IntAtiSeqVis
1178,1,1,0,0,2,0,1,1,IntRefSeqVer
1180,0,0,4,0,1,1,0,1,SenAtiSeqVer
1181,1,0,4,2,0,0,0,1,SenAtiGloVer
1182,1,1,4,0,0,1,1,1,SenAtiGloVis
1183,0,1,3,1,0,0,2,0,IntAtiGloVis
1184,2,0,2,2,0,1,2,0,SenRefGloVis
1185,0,1,2,3,2,0,1,1,IntRefSeqVis
1186,0,0,1,1,2,0,1,1,IntRefSeqVer
1187,1,0,3,1,0,1,0,1,SenAtiGloVer
1189,1,0,4,2,0,1,2,1,SenAtiGloVis
1190,0,1,4,1,0,1,2,0,IntAtiGloVis
1191,0,1,1,0,0,0,0,1,IntAtiSeqVer
1193,0,1,0,2,0,0,2,0,IntRefSeqVis
1194,2,0,0,0,2,0,0,0,SenRefSeqVer
1197,1,1,0,1,1,0,0,1,IntRefSeqVer
1199,0,1,4,0,2,0,2,1,IntAtiSeqVis
1201,1,1,4,0,0,1,1,1,SenAtiGloVis
1202,2,0,1,3,2,0,0,0,SenRefSeqVis
1203,0,1,0,0,0,1,1,1,IntAtiGloVis
1205,0,0,0,3,0,0,0,0,SenRefSeqVis
1207,1,1,3,0,1,0,0,2,IntAtiSeqVer
1209,1,0,3,1,0,1,0,0,SenAtiGloVis
1210,1,1,2,4,2,0,1,2,IntRefSeqVer
1212,2,0,2,4,1,1,2,1,SenRefSeqVis
1213,1,1,2,0,0,1,2,1,IntAtiGloVis
1217,1,0,2,2,0,1,2,0,SenAtiGloVis
1218,1,0,3,3,0,0,1,2,SenRefGloVer
1219,1,1,1,1,0,0,2,0,IntRefGloVis
1221,0,1,4,1,0,0,2,0,IntAtiGloVis
1222,0,0,0,3,1,0,2,0,IntRefSeqVis
1223,0,1,4,0,1,1,2,1,IntAtiSeqVis
1224,1,1,0,0,0,1,1,2,SenAtiGloVer
1225,0,1,1,0,0,1,2,1,IntAtiGloVis
1226,0,1,0,2,0,1,2,0,IntRefGloVis
1227,1,1,0,2,2,0,1,2,IntRefSeqVer
1228,2,0,0,0,0,1,1,0,SenRefGloVis
1229,2,0,2,3,1,1,1,1,SenRefGloVer
1230,0,1,1,4,0,1,1,0,IntRefGloVis
1231,0,1,4,0,0,1,2,1,IntAtiGloVis
1232,0,1,1,3,0,0,1,1,IntRefSeqVis
1233,0,0,0,2,0,0,1,1,IntRefGloVer
1234,1,0,1,2,2,0,0,2,SenRefSeqVer
1235,0,1,1,3,1,0,0,1,IntRefSeqVer
1236,1,0,0,3,0,0,0,2,SenRefGloVer
1237,1,0,3,3,0,1,1,2,SenAtiGloVer
1238,1,0,0,2,0,1,0,1,SenRefGloVer
1239,1,1,1,1,2,0,0,1,IntRefSeqVer
1240,2,0,0,2,2,0,2,0,SenRefSeqVis
1241,1,0,1,3,1,1,1,2,SenRefSeqVer
1242,1,1,1,4,1,1,2,0,SenRefSeqVis
1243,0,1,1,4,1,1,1,0,IntRefSeqVis
1244,2,0,3,0,1,1,2,1,SenAtiGloVis
1245,0,1,0,2,1,1,2,1,IntRefGloVis
1248,2,0,0,0,2,0,0,1,SenRefSeqVer
1249,0,0,0,1,1,0,0,0,IntRefSeqVer
1251,0,1,1,4,1,1,1,2,IntRefGloVer
1252,0,0,4,2,0,1,2,1,SenAtiGloVis
1254,0,1,3,3,1,0,1,1,IntRefSeqVer
1255,0,1,2,1,0,0,2,1,IntAtiGloVis
1258,1,1,4,0,0,1,1,2,IntAtiGloVer
1260,0,1,2,2,1,0,0,0,IntRefSeqVer
1261,1,1,0,2,0,0,0,2,SenRefSeqVer
1262,0,1,0,0,0,0,1,1,IntAtiSeqVis
1263,2,0,0,0,1,0,1,1,SenRefSeqVer
1264,1,0,0,4,2,0,1,2,SenRefSeqVer
1266,1,0,3,0,0,1,2,1,SenAtiGloVis
1267,2,0,2,2,2,0,0,1,SenRefSeqVer
1268,0,1,3,1,1,1,2,1,IntAtiSeqVis
1269,0,1,4,0,1,1,1,1,IntAtiSeqVis
1270,2,0,2,4,1,1,1,0,SenRefGloVis
1271,1,1,1,4,1,1,0,2,SenRefSeqVer
1273,1,1,2,3,1,1,0,2,SenRefSeqVer
1274,1,1,4,1,1,1,1,1,IntAtiGloVer
1276,0,0,0,4,1,1,0,2,IntRefGloVer
1277,2,0,2,0,1,1,0,0,SenAtiGloVer
1278,1,1,4,2,1,1,0,2,IntAtiGloVer
1281,1,1,0,3,1,1,0,1,IntRefGloVer
1283,1,0,2,2,0,0,0,0,SenRefGloVer
1284,1,1,3,2,0,1,1,0,SenAtiGloVis
1285,0,0,2,2,0,1,0,1,IntRefGloVer
1286,1,1,1,4,2,0,2,1,IntRefSeqVis
1287,0,1,1,0,1,1,0,0,IntAtiGloVer
1288,0,0,2,4,0,1,1,0,IntRefGloVis
1289,0,0,0,4,0,1,1,2,IntRefGloVer
1291,0,1,4,2,0,1,1,0,IntAtiGloVis
1292,1,0,2,1,0,0,2,0,SenAtiGloVis
1293,0,1,4,0,0,0,2,1,IntAtiGloVis
1296,0,0,3,0,0,0,1,2,IntAtiGloVer
1297,1,1,1,1,2,0,2,0,IntRefSeqVis
1299,0,1,2,3,1,0,2,0,IntRefSeqVis
1300,0,1,3,2,0,1,1,0,IntAtiGloVis
1301,1,1,2,3,0,1,0,0,IntRefGloVer
1302,1,1,2,4,0,1,2,1,SenRefGloVis
1303,2,0,1,1,2,0,2,1,SenRefSeqVis
1304,0,1,3,1,0,1,0,0,IntAtiGloVis
1305,0,1,2,4,1,1,1,2,IntRefSeqVer
1306,1,0,3,3,0,0,2,1,SenRefGloVis
1307,2,0,2,3,1,1,2,1,SenRefGloVis
1309,1,1,2,0,1,1,1,0,IntAtiGloVis
1310,1,0,1,0,0,1,0,1,SenAtiGloVer
1311,1,1,1,1,1,0,0,2,IntRefSeqVer
1312,1,0,2,3,1,1,0,2,SenRefSeqVer
1313,0,0,2,2,1,1,1,1,IntRefGloVer
1314,1,1,2,3,1,0,1,2,IntRefSeqVer
1315,1,1,4,2,1,1,0,2,IntAtiGloVer
1317,1,1,2,2,1,0,1,2,IntRefSeqVer
1318,1,1,1,4,1,1,2,1,IntRefGloVis
1319,0,1,3,2,1,1,1,1,IntAtiSeqVis
1320,0,1,1,2,0,0,0,2,IntRefSeqVer
1322,1,1,3,0,0,1,1,0,IntAtiGloVis
1323,0,1,4,0,1,1,1,1,IntAtiGloVer
1324,1,0,3,3,0,1,1,1,SenAtiGloVis
1325,2,0,4,1,0,0,2,0,SenAtiGloVis
1326,1,0,2,1,0,1,2,0,SenAtiGloVis
1327,0,1,3,3,1,1,2,1,IntAtiSeqVis
1329,2,0,0,1,0,0,0,1,SenRefSeqVer
1332,0,0,1,4,0,1,1,1,IntRefGloVer
1333,0,1,4,1,1,0,2,1,IntAtiSeqVis
1334,2,0,0,1,0,1,0,0,SenRefGloVis
1335,0,1,2,2,1,1,2,1,IntRefGloVis
1336,2,0,2,2,1,1,0,1,SenRefGloVer
1337,1,0,3,0,1,1,1,1,SenAtiGloVer
1338,1,0,4,2,0,1,2,0,SenAtiGloVis
1342,2,0,1,3,1,1,2,0,SenRefGloVis
1343,0,1,3,2,1,1,2,0,IntAtiGloVis
1344,0,1,1,0,0,0,0,1,IntAtiGloVer
1345,0,1,3,2,1,0,0,1,IntAtiSeqVer
1346,0,0,2,4,0,1,2,0,SenRefGloVis
1347,2,0,1,4,2,0,1,1,SenRefSeqVer
1348,0,1,1,4,1,1,0,1,IntRefSeqVer
1349,1,1,2,4,1,1,0,1,SenRefSeqVer
1350,1,0,0,2,1,1,0,1,SenRefSeqVer
1351,0,1,1,3,1,1,1,2,IntRefSeqVer
1352,0,1,1,4,2,0,1,0,IntRefSeqVis
1353,1,1,3,3,1,0,1,0,IntRefSeqVis
1354,1,1,0,2,0,1,1,2,SenRefGloVer
1355,0,0,1,4,1,0,1,1,IntRefSeqVer
1356,2,0,4,1,0,1,2,1,SenAtiGloVis
1358,0,1,3,1,0,0,2,1,IntAtiGloVis
1359,0,1,1,1,1,1,0,1,IntAtiSeqVer
1361,0,1,3,0,1,1,2,1,IntAtiGloVis
1362,0,1,0,3,2,0,1,2,IntRefSeqVer
1364,0,0,4,1,0,1,1,0,IntAtiGloVis
1365,0,1,3,3,2,0,0,2,IntRefSeqVer
1366,0,0,3,3,0,1,2,0,SenAtiGloVis
1368,2,0,3,3,0,1,0,1,SenAtiGloVer
1371,0,1,0,2,1,0,2,1,IntRefSeqVis
1372,2,0,1,2,1,1,1,1,SenRefSeqVis
1374,0,1,4,1,1,1,0,2,IntAtiGloVer
1375,1,1,3,2,0,1,1,1,SenAtiGloVis
1376,1,0,2,2,0,1,1,1,SenAtiGloVis
1377,0,1,0,4,0,0,1,2,IntRefGloVer
1379,1,1,2,4,0,1,0,2,IntRefGloVer
1380,2,0,0,2,0,1,0,1,SenRefGloVer
1381,2,0,2,3,0,0,2,0,SenRefGloVis
1383,1,1,3,3,0,1,0,0,IntRefGloVer
1386,0,0,2,1,0,1,1,2,SenAtiGloVer
1387,0,1,4,2,2,0,2,0,IntAtiSeqVis
1388,0,1,3,1,0,0,0,1,IntAtiSeqVer
1389,1,0,0,2,0,0,0,1,SenRefSeqVer
1390,1,0,0,2,0,1,1,2,SenRefGloVer
1391,0,1,0,2,0,1,0,2,IntRefGloVer
1392,0,1,3,3,0,1,0,1,IntRefGloVer
1397,1,1,3,1,0,1,1,1,IntAtiGloVer
1398,2,0,1,1,1,1,1,2,SenRefGloVer
1401,1,1,4,0,0,1,2,1,SenAtiGloVis
1404,1,0,4,0,0,1,0,2,SenAtiGloVer
1406,1,1,4,0,0,1,2,0,SenAtiGloVis
1407,0,1,3,2,1,0,2,1,IntAtiSeqVis
1408,0,1,2,2,2,0,2,1,IntRefSeqVis
1411,0,0,2,4,1,1,1,2,IntRefGloVer
1412,1,1,3,1,1,1,0,2,IntAtiGloVer
1416,0,1,2,4,1,1,0,2,IntRefGloVer
1417,1,1,0,2,0,1,0,1,IntRefGloVer
1418,0,0,3,2,2,0,0,2,IntAtiSeqVer
1419,1,0,1,2,0,1,1,0,SenRefGloVis
1424,0,1,4,0,2,0,0,1,IntAtiSeqVer
1425,2,0,1,2,0,1,0,0,SenRefGloVis
1427,2,0,2,2,0,1,0,0,SenAtiGloVis
1430,0,1,3,2,0,0,0,1,IntAtiSeqVer
1434,0,1,4,1,1,0,0,1,IntAtiSeqVer
1435,0,0,0,3,1,1,0,0,IntRefGloVer
1436,1,1,1,1,2,0,0,0,IntRefSeqVer
1438,0,1,2,1,1,1,0,0,IntAtiSeqVis
1443,0,1,2,0,1,1,0,2,IntAtiSeqVer
1445,2,0,4,0,1,1,2,0,SenAtiGloVis
1446,1,0,3,3,1,0,0,2,SenRefSeqVer
1448,1,1,3,1,2,0,0,0,IntAtiSeqVer
1449,0,0,3,1,0,1,0,2,SenAtiGloVer
1452,1,1,1,1,1,0,0,2,IntRefSeqVer
1454,1,0,1,1,0,1,2,1,SenRefGloVis
1455,1,1,0,2,0,1,2,0,SenRefGloVis
1456,1,0,0,4,0,1,1,1,SenRefGloVer
1457,2,0,0,1,0,1,2,0,SenRefGloVis
1458,0,1,1,0,1,1,1,1,IntAtiGloVer
1460,1,1,1,3,1,0,1,2,SenRefSeqVer
1461,1,0,1,4,1,1,0,1,SenRefGloVer
1463,0,0,4,0,0,1,2,1,SenAtiGloVis
1464,0,0,2,1,0,1,1,2,IntAtiGloVer
1466,1,0,3,1,0,1,2,1,SenAtiGloVis
1467,0,1,2,4,1,1,0,2,IntRefSeqVer
1468,1,1,3,3,2,0,0,1,IntRefSeqVer
1470,2,0,2,4,1,1,2,0,SenRefGloVis
1471,0,1,4,0,0,0,2,0,IntAtiSeqVis
1473,0,1,4,2,0,1,0,2,IntAtiGloVer
1474,1,0,2,1,0,1,0,2,SenAtiGloVer
1476,0,1,4,1,2,0,2,0,IntAtiSeqVis
1477,0,1,3,2,1,0,2,1,IntAtiSeqVis
1478,1,0,4,2,0,1,2,1,SenAtiGloVis
1483,1,1,1,4,1,0,2,0,IntRefSeqVis
1484,0,1,0,1,0,1,0,1,IntRefGloVer
1490,2,0,2,4,1,0,0,1,SenRefSeqVer
1492,1,1,0,1,0,1,1,2,IntRefGloVer
1493,1,1,4,2,0,1,0,2,SenAtiGloVer
1495,0,1,0,4,0,1,1,1,IntRefGloVer
1496,1,1,3,2,0,1,1,0,SenAtiGloVis
1497,1,1,1,3,1,1,0,0,IntRefGloVer
1498,1,0,3,3,1,1,1,0,SenRefGloVis
1500,1,0,1,0,0,1,2,0,SenAtiGloVis
1501,2,0,1,4,1,1,1,2,SenRefSeqVer
1502,0,1,1,0,0,0,1,0,IntAtiSeqVis
1504,2,0,1,3,1,1,0,0,SenRefGloVer
1505,2,0,1,3,0,0,1,2,SenRefSeqVer
1507,2,0,4,2,0,1,0,0,SenAtiGloVis
1508,1,0,1,2,2,0,0,0,SenRefSeqVer
1509,1,0,2,2,0,0,2,1,SenRefGloVis
1510,2,0,4,1,0,0,2,0,SenAtiGloVis
1516,0,1,0,4,1,0,0,2,IntRefSeqVer
1517,0,1,2,2,1,1,0,1,IntAtiSeqVer
1519,0,0,0,2,1,0,2,1,IntRefSeqVis
1521,1,1,0,2,1,1,0,2,IntRefGloVer
1522,0,0,4,1,0,0,1,1,IntAtiGloVer
1523,1,1,0,3,0,1,1,1,IntRefGloVer
1524,1,1,1,1,2,0,0,0,IntRefSeqVer
1526,1,1,4,0,0,1,1,0,SenAtiGloVis
1528,1,0,3,1,1,1,2,0,SenAtiGloVis
1530,1,1,0,3,0,1,1,0,SenRefGloVis
1532,0,1,3,2,0,0,1,2,IntAtiGloVer
1533,0,1,0,1,1,0,2,0,IntRefSeqVis
1534,1,1,2,2,2,0,1,0,IntRefSeqVis
1537,1,0,2,4,0,0,0,2,SenRefGloVer
1539,0,1,4,0,0,0,2,0,IntAtiSeqVis
1541,0,1,3,3,2,0,0,2,IntRefSeqVer
1542,0,1,3,0,1,1,2,1,IntAtiSeqVis
1543,0,1,3,0,1,1,0,2,IntAtiGloVer
1544,0,1,4,1,2,0,2,0,IntAtiSeqVis
1545,0,0,2,1,0,1,0,1,IntAtiGloVer
1546,1,1,2,4,0,1,1,2,SenRefGloVer
1548,0,1,1,4,0,0,1,2,IntRefGloVer
1549,0,0,1,0,0,1,2,1,SenAtiGloVis
1550,0,1,2,1,1,1,1,1,IntAtiSeqVis
1551,1,1,3,3,0,1,0,2,IntRefGloVer
1552,2,0,2,3,2,0,0,1,SenRefSeqVer
1554,0,0,3,3,0,1,0,1,IntRefGloVer
1555,0,0,4,2,1,0,2,1,IntAtiSeqVis
1558,0,1,1,2,1,0,0,2,IntRefSeqVer
1559,0,1,0,2,2,0,2,0,IntRefSeqVis
1560,1,1,1,1,2,0,2,0,IntRefSeqVis
1561,0,0,4,0,1,0,0,2,IntAtiSeqVer
1562,0,1,4,0,0,0,2,1,IntAtiSeqVis
1563,2,0,3,3,0,0,0,2,SenRefGloVer
1564,0,1,2,2,2,0,1,0,IntAtiSeqVis
1565,1,1,1,3,0,1,0,2,IntRefGloVer
1566,1,1,2,4,1,0,2,0,IntRefSeqVis
1569,0,1,0,1,0,0,1,0,IntRefSeqVis
1571,0,1,1,4,1,0,2,1,IntRefSeqVis
1572,1,0,4,1,0,1,0,2,SenAtiGloVer
1573,2,0,1,3,1,0,1,2,SenRefSeqVer
1575,0,0,3,0,0,1,0,0,IntAtiGloVer
1579,0,1,4,0,2,0,1,2,IntAtiSeqVer
1581,1,1,4,1,0,1,2,1,SenAtiGloVis
1582,0,0,2,0,0,1,0,1,IntAtiGloVer
1583,0,1,3,2,0,1,0,2,IntAtiGloVer
1586,2,0,3,3,1,1,0,0,SenRefGloVer
1591,2,0,0,4,0,1,2,1,SenRefGloVis
1594,0,1,1,4,1,0,1,1,IntRefSeqVer
1596,0,1,2,3,1,0,0,2,IntRefSeqVer
1599,0,1,3,0,1,0,1,0,IntAtiSeqVis
1601,0,1,4,1,2,0,0,2,IntAtiSeqVer
1603,0,0,4,1,1,0,2,0,IntAtiSeqVis
1609,0,1,2,4,0,0,1,1,IntRefGloVer
1613,0,0,0,4,0,1,2,0,SenRefGloVis
1614,0,1,0,1,1,0,1,1,IntRefSeqVis
1615,1,1,0,2,0,1,1,1,SenRefGloVis
1618,1,1,2,0,0,0,0,0,IntAtiGloVer
1620,2,0,1,4,0,1,2,1,SenRefGloVis
1621,1,1,0,1,2,0,1,0,IntRefSeqVis
1623,0,0,1,3,1,0,2,1,IntRefSeqVis
1624,2,0,2,3,1,1,2,0,SenRefGloVis
1625,0,1,4,2,2,0,2,0,IntAtiSeqVis
1627,0,1,0,3,2,0,2,0,IntRefSeqVis
1629,1,1,3,0,1,1,1,2,IntAtiGloVer
1633,0,1,4,0,2,0,1,1,IntAtiSeqVis
1635,1,0,0,3,1,1,2,1,SenRefGloVis
1636,0,1,4,1,0,0,1,0,IntAtiSeqVis
1637,2,0,1,3,1,1,2,1,SenRefGloVis
1638,0,0,2,3,2,0,0,2,SenRefSeqVer
1640,2,0,0,1,0,1,0,1,SenRefGloVer
1642,2,0,2,3,0,1,2,0,SenRefGloVis
